acc,accuracy,average_response_time,avg_rt,background,batchId,batchTitle,bidi,canvas_backend,clock_backend,color_backend,compensation,componentId,componentPos,componentResultId,componentTitle,coordinates,correct,count_end,count_experiment,count_osweb,count_prestudy,count_prestudy_isi,count_prestudy_sequence,count_prestudy_stimpres,count_start,count_study,count_study_isi,count_study_logger,count_study_response,count_study_sequence,count_study_start,count_study_stimpres,count_study_stimpres_2,count_test,count_test_isi,count_test_logger,count_test_response,count_test_sequence,count_test_start,count_test_stimpres,count_test_stimpres_2,datetime,description,disable_garbage_collection,experiment_path,fampict,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,groupMemberId,groupResultId,height,keyboard_backend,mouse_backend,opensesame_codename,opensesame_version,response,response_start,response_study_response,response_study_start,response_test_response,response_test_start,response_time,response_time_start,response_time_study_response,response_time_study_start,response_time_test_response,response_time_test_start,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stim,studyId,studyResultId,studyTitle,subject_nr,subject_parity,time_prestudy,time_prestudy_isi,time_prestudy_stimpres,time_start,time_study,time_study_isi,time_study_logger,time_study_response,time_study_start,time_study_stimpres,time_study_stimpres_2,time_test,time_test_isi,time_test_logger,time_test_response,time_test_start,time_test_stimpres,time_test_stimpres_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width,workerId
0,0,2541,2541,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,12,12,12,12,0,12,12,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,2409,12129,2409,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p5sarrshacol2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,226488,227991,222064,125072,222064,224484,91,,,,,,,visual_patterns,0,33027,13,yes,1366,2626
0,0,2476,2476,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,13,13,13,13,0,13,13,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1643,12129,1643,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p8sarr1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,231666,233169,228006,125072,228006,229662,91,,,,,,,visual_patterns,0,34670,14,yes,1366,2626
0,0,2441,2441,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,14,14,14,14,0,14,14,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,1948,12129,1948,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p3sarrcol1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,237144,238647,233187,125072,233187,235141,91,,,,,,,visual_patterns,0,36618,15,yes,1366,2626
0,0,2454,2454,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,15,15,15,15,0,15,15,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,2653,12129,2653,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,243325,244827,238662,125072,238662,241321,91,,,,,,,visual_patterns,0,39271,16,yes,1366,2626
0,0,2411,2411,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,16,16,16,16,0,16,16,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1722,12129,1722,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p2sarr2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,248586,250089,244847,125072,244846,246582,91,,,,,,,visual_patterns,0,40993,17,yes,1366,2626
0,0,2364,2364,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,17,17,17,17,0,17,17,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1551,12129,1551,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p3sarrsha2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,253680,255183,250118,125072,250118,251676,91,,,,,,,visual_patterns,0,42544,18,yes,1366,2626
0,0,2302,2302,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,18,18,18,18,0,18,18,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1187,12129,1187,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype4.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,258390,259893,255196,125072,255196,256386,91,,,,,,,visual_patterns,0,43731,19,yes,1366,2626
0,0,2244,2244,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,19,19,19,19,0,19,19,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1148,12129,1148,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p3sarrsha1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,263067,264570,259911,125072,259911,261065,91,,,,,,,visual_patterns,0,44879,20,yes,1366,2626
0,0,2242,2242,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,20,20,20,20,0,20,20,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,2193,12129,2193,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,268796,270299,264583,125072,264583,266792,91,,,,,,,visual_patterns,0,47072,21,yes,1366,2626
0,0,2230,2230,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,21,21,21,21,0,21,21,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,1983,12129,1983,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p4sarrcol2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,274308,275811,270317,125072,270317,272304,91,,,,,,,visual_patterns,0,49055,22,yes,1366,2626
0,0,2184,2184,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,22,22,22,22,0,22,22,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1185,12129,1185,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p5sarrshacol1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,279035,280538,275830,125072,275829,277031,91,,,,,,,visual_patterns,0,50240,23,yes,1366,2626
0,0,2154,2154,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,23,23,23,23,0,23,23,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1448,12129,1448,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,284012,285515,280551,125072,280550,282009,91,,,,,,,visual_patterns,0,51688,24,yes,1366,2626
0,0,2132,2132,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,24,24,24,24,0,24,24,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1607,12129,1607,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p4sarrsha2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,289157,290660,285531,125072,285531,287153,91,,,,,,,visual_patterns,0,53295,25,yes,1366,2626
0,0,2129,2129,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,25,25,25,25,0,25,25,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,2064,12129,2064,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p9sarr1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,294752,296255,290675,125072,290675,292748,91,,,,,,,visual_patterns,0,55359,26,yes,1366,2626
0,0,2106,2106,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,26,26,26,26,0,26,26,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1494,12129,1494,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,299780,301283,296268,125072,296268,297776,91,,,,,,,visual_patterns,0,56853,27,yes,1366,2626
0,0,2067,2067,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,27,27,27,27,0,27,27,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,1023,12129,1023,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p4sarrcol1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,304340,305843,301299,125072,301299,302336,91,,,,,,,visual_patterns,0,57876,28,yes,1366,2626
0,0,2030,2030,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,28,28,28,28,0,28,28,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,988,12129,988,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype4.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,308849,310352,305855,125072,305855,306846,91,,,,,,,visual_patterns,0,58864,29,yes,1366,2626
0,0,1995,1995,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,29,29,29,29,0,29,29,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,1000,12129,1000,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,prototype5.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,313376,314879,310364,125072,310364,311372,91,,,,,,,visual_patterns,0,59864,30,yes,1366,2626
0,0,2020,2020,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,30,30,30,30,0,30,30,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,2764,12129,2764,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p5sarrcol2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,319673,321176,314896,125072,314895,317669,91,,,,,,,visual_patterns,0,62628,31,yes,1366,2626
0,0,1990,1990,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,31,31,31,31,0,31,31,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,1067,12129,1067,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p2sarrsha2.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,324266,325769,321192,125072,321191,322262,91,,,,,,,visual_patterns,0,63695,32,yes,1366,2626
0,0,1999,1999,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,32,32,32,32,0,32,32,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,left,enter,left,space,,,2260,12129,2260,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p5sarr1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,330062,331565,325793,125072,325793,328058,91,,,,,,,visual_patterns,0,65955,33,yes,1366,2626
0,0,1992,1992,white,70,Default,no,xpyriment,legacy,legacy,0,70,1,1085,OSWeb experiment,uniform,undefined,0,0,0,0,24,24,24,0,0,33,33,33,33,0,33,33,0,,,,,0,,,Thu Sep 30 2021 11:34:10 GMT+0200 (Central European Summer Time),The main experiment item,yes,C:/Users/Ricsi/Documents/!!ResearchBMECOGSCI,prototype2.png,no,mono,no,18,no,black,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,right,enter,right,space,,,1767,12129,1767,23984,,,2,legacy,1632993686913,1024,2,48000,-16,experiment,p3sarrshacol1.png,70,1113,visual_patterns_original,1,odd,91,123566,120561,91,91,335357,336860,331580,125072,331580,333353,91,,,,,,,visual_patterns,0,67722,34,yes,1366,2626
