"pict","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"p2d1_4",0,0,0,1,1,1,0,1,0
"p2d1_4col",0,0,0,2,1,3,0,2,0
"p2d1_4sha",0,0,0,2,3,2,0,2,0
"p2d2_1",0,0,0,1,1,1,0,1,0
"p2d2_1col",0,0,0,1,1,3,0,2,0
"p2d2_1sha",0,0,0,1,3,2,0,3,0
"p2d2_2",0,0,0,1,1,1,0,1,0
"p2d2_2col",0,0,0,2,2,3,0,2,0
"p2d2_2sha",0,0,0,2,2,2,0,3,0
"p2d2_3",0,0,0,1,1,1,0,1,0
"p2d2_3col",0,0,0,3,1,2,0,3,0
"p2d2_3sha",0,0,0,1,3,3,0,1,0
"p2d2_4",0,0,0,1,1,1,0,1,0
"p2d2_4col",0,0,0,3,1,3,0,1,0
"p2d2_4sha",0,0,0,3,3,2,0,3,0
"p2d3_1",0,0,0,1,1,1,0,1,0
"p2d3_1col",0,0,0,2,2,1,0,1,0
"p2d3_1sha",0,0,0,2,1,1,0,2,0
"p2d3_2",0,0,0,1,1,1,0,1,0
"p2d3_2col",0,0,0,1,3,3,0,1,0
"p2d3_2sha",0,0,0,1,1,2,0,3,0
"p2d3_3",0,0,0,1,1,1,0,1,0
"p2d3_3col",0,0,0,1,3,1,0,3,0
"p2d3_3sha",0,0,0,1,1,3,0,1,0
"p2d3_4",0,0,0,1,1,1,0,1,0
"p2d3_4col",0,0,0,2,2,2,0,2,0
"p2d3_4sha",0,0,0,2,1,3,0,3,0
"p2d4_1",0,0,0,1,1,1,0,1,0
"p2d4_1col",0,0,0,1,2,1,0,1,0
"p2d4_1sha",0,0,0,1,2,1,0,2,0
"p2d4_2",0,0,0,1,1,1,0,1,0
"p2d4_2col",0,0,0,1,3,2,0,2,0
"p2d4_2sha",0,0,0,3,2,3,0,3,0
"p2d4_3",0,0,0,1,1,1,0,1,0
"p2d4_3col",0,0,0,1,3,1,0,2,0
"p2d4_3sha",0,0,0,1,2,3,0,2,0
"p2d4_4",0,0,0,1,1,1,0,1,0
"p2d4_4col",0,0,0,3,2,2,0,1,0
"p2d4_4sha",0,0,0,3,1,1,0,2,0
"p3d1_1",0,0,1,1,0,1,0,0,1
"p3d1_1col",0,0,2,3,0,3,0,0,3
"p3d1_1sha",0,0,2,1,0,2,0,0,2
"p3d1_2",0,0,1,1,0,1,0,0,1
"p3d1_2col",0,0,1,1,0,3,0,0,3
"p3d1_2sha",0,0,1,3,0,2,0,0,2
"p3d1_3",0,0,1,1,0,1,0,0,1
"p3d1_3col",0,0,3,1,0,3,0,0,3
"p3d1_3sha",0,0,1,3,0,2,0,0,2
"p3d1_4",0,0,1,1,0,1,0,0,1
"p3d1_4col",0,0,1,1,0,3,0,0,3
"p3d1_4sha",0,0,3,3,0,2,0,0,2
"p3d2_1",0,0,1,1,0,1,0,0,1
"p3d2_1col",0,0,2,3,0,3,0,0,1
"p3d2_1sha",0,0,2,1,0,2,0,0,1
"p3d2_2",0,0,1,1,0,1,0,0,1
"p3d2_2col",0,0,2,2,0,1,0,0,3
"p3d2_2sha",0,0,2,1,0,1,0,0,2
"p3d2_3",0,0,1,1,0,1,0,0,1
"p3d2_3col",0,0,3,2,0,3,0,0,3
"p3d2_3sha",0,0,1,1,0,2,0,0,2
"p3d2_4",0,0,1,1,0,1,0,0,1
"p3d2_4col",0,0,1,1,0,3,0,0,2
"p3d2_4sha",0,0,1,3,0,2,0,0,1
"p3d3_1",0,0,1,1,0,1,0,0,1
"p3d3_1col",0,0,1,3,0,3,0,0,2
"p3d3_1sha",0,0,1,2,0,2,0,0,3
"p3d3_2",0,0,1,1,0,1,0,0,1
"p3d3_2col",0,0,2,2,0,2,0,0,2
"p3d3_2sha",0,0,2,1,0,3,0,0,1
"p3d3_3",0,0,1,1,0,1,0,0,1
"p3d3_3col",0,0,1,2,0,1,0,0,3
"p3d3_3sha",0,0,1,2,0,1,0,0,2
"p3d3_4",0,0,1,1,0,1,0,0,1
"p3d3_4col",0,0,3,3,0,3,0,0,1
"p3d3_4sha",0,0,3,2,0,2,0,0,1
"p3d4_1",0,0,1,1,0,1,0,0,1
"p3d4_1col",0,0,1,2,0,2,0,0,1
"p3d4_1sha",0,0,1,1,0,3,0,0,1
"p3d4_2",0,0,1,1,0,1,0,0,1
"p3d4_2col",0,0,1,3,0,2,0,0,1
"p3d4_2sha",0,0,3,1,0,1,0,0,3
"p3d4_3",0,0,1,1,0,1,0,0,1
"p3d4_3col",0,0,3,3,0,2,0,0,2
"p3d4_3sha",0,0,1,2,0,3,0,0,1
"p3d4_4",0,0,1,1,0,1,0,0,1
"p3d4_4col",0,0,3,2,0,1,0,0,1
"p3d4_4sha",0,0,1,2,0,1,0,0,1
"p4d1_1",1,0,1,0,1,1,0,0,0
"p4d1_1col",2,0,3,0,1,3,0,0,0
"p4d1_1sha",3,0,2,0,3,3,0,0,0
"p4d1_2",1,0,1,0,1,1,0,0,0
"p4d1_2col",2,0,3,0,1,3,0,0,0
"p4d1_2sha",3,0,1,0,3,3,0,0,0
"p4d1_3",1,0,1,0,1,1,0,0,0
"p4d1_3col",1,0,2,0,1,3,0,0,0
"p4d1_3sha",2,0,3,0,3,3,0,0,0
"p4d1_4",1,0,1,0,1,1,0,0,0
"p4d1_4col",2,0,1,0,1,3,0,0,0
"p4d1_4sha",3,0,1,0,3,3,0,0,0
"p4d2_1",1,0,1,0,1,1,0,0,0
"p4d2_1col",3,0,2,0,3,3,0,0,0
"p4d2_1sha",2,0,3,0,1,3,0,0,0
"p4d2_2",1,0,1,0,1,1,0,0,0
"p4d2_2col",1,0,2,0,2,3,0,0,0
"p4d2_2sha",1,0,3,0,2,3,0,0,0
"p4d2_3",1,0,1,0,1,1,0,0,0
"p4d2_3col",3,0,1,0,1,3,0,0,0
"p4d2_3sha",1,0,1,0,3,3,0,0,0
"p4d2_4",1,0,1,0,1,1,0,0,0
"p4d2_4col",3,0,2,0,1,2,0,0,0
"p4d2_4sha",1,0,3,0,3,1,0,0,0
"p4d3_1",1,0,1,0,1,1,0,0,0
"p4d3_1col",2,0,3,0,2,2,0,0,0
"p4d3_1sha",3,0,1,0,1,2,0,0,0
"p4d3_2",1,0,1,0,1,1,0,0,0
"p4d3_2col",1,0,2,0,3,1,0,0,0
"p4d3_2sha",1,0,3,0,1,2,0,0,0
"p4d3_3",1,0,1,0,1,1,0,0,0
"p4d3_3col",3,0,2,0,2,1,0,0,0
"p4d3_3sha",2,0,3,0,2,1,0,0,0
"p4d3_4",1,0,1,0,1,1,0,0,0
"p4d3_4col",1,0,2,0,2,1,0,0,0
"p4d3_4sha",1,0,3,0,2,1,0,0,0
"p4d4_1",1,0,1,0,1,1,0,0,0
"p4d4_1col",3,0,3,0,3,1,0,0,0
"p4d4_1sha",2,0,2,0,1,2,0,0,0
"p4d4_2",1,0,1,0,1,1,0,0,0
"p4d4_2col",3,0,1,0,3,2,0,0,0
"p4d4_2sha",1,0,2,0,2,2,0,0,0
"p4d4_3",1,0,1,0,1,1,0,0,0
"p4d4_3col",3,0,3,0,2,1,0,0,0
"p4d4_3sha",2,0,2,0,1,2,0,0,0
"p4d4_4",1,0,1,0,1,1,0,0,0
"p4d4_4col",3,0,3,0,3,2,0,0,0
"p4d4_4sha",2,0,1,0,2,2,0,0,0
"p5d1_1",0,1,1,1,0,0,0,0,1
"p5d1_1col",0,1,3,2,0,0,0,0,3
"p5d1_1sha",0,1,1,1,0,0,0,0,3
"p5d1_2",0,1,1,1,0,0,0,0,1
"p5d1_2col",0,1,2,3,0,0,0,0,3
"p5d1_2sha",0,1,3,2,0,0,0,0,3
"p5d1_3",0,1,1,1,0,0,0,0,1
"p5d1_3col",0,1,2,3,0,0,0,0,3
"p5d1_3sha",0,1,3,3,0,0,0,0,3
"p5d1_4",0,1,1,1,0,0,0,0,1
"p5d1_4col",0,3,2,2,0,0,0,0,3
"p5d1_4sha",0,2,3,1,0,0,0,0,3
"p5d2_1",0,1,1,1,0,0,0,0,1
"p5d2_1col",0,3,2,1,0,0,0,0,3
"p5d2_1sha",0,3,3,2,0,0,0,0,3
"p5d2_2",0,1,1,1,0,0,0,0,1
"p5d2_2col",0,1,3,2,0,0,0,0,1
"p5d2_2sha",0,1,2,1,0,0,0,0,1
"p5d2_3",0,1,1,1,0,0,0,0,1
"p5d2_3col",0,1,2,3,0,0,0,0,2
"p5d2_3sha",0,1,3,2,0,0,0,0,1
"p5d2_4",0,1,1,1,0,0,0,0,1
"p5d2_4col",0,1,2,1,0,0,0,0,2
"p5d2_4sha",0,1,3,3,0,0,0,0,2
"p5d3_1",0,1,1,1,0,0,0,0,1
"p5d3_1col",0,2,1,3,0,0,0,0,3
"p5d3_1sha",0,2,1,2,0,0,0,0,3
"p5d3_2",0,1,1,1,0,0,0,0,1
"p5d3_2col",0,3,2,1,0,0,0,0,1
"p5d3_2sha",0,2,3,3,0,0,0,0,2
"p5d3_3",0,1,1,1,0,0,0,0,1
"p5d3_3col",0,3,1,3,0,0,0,0,3
"p5d3_3sha",0,2,2,2,0,0,0,0,3
"p5d3_4",0,1,1,1,0,0,0,0,1
"p5d3_4col",0,3,2,3,0,0,0,0,1
"p5d3_4sha",0,3,3,3,0,0,0,0,1
"p5d4_1",0,1,1,1,0,0,0,0,1
"p5d4_1col",0,3,3,3,0,0,0,0,2
"p5d4_1sha",0,3,2,3,0,0,0,0,1
"p5d4_2",0,1,1,1,0,0,0,0,1
"p5d4_2col",0,2,3,3,0,0,0,0,1
"p5d4_2sha",0,2,1,3,0,0,0,0,2
"p5d4_3",0,1,1,1,0,0,0,0,1
"p5d4_3col",0,2,3,1,0,0,0,0,2
"p5d4_3sha",0,2,1,2,0,0,0,0,1
"p5d4_4",0,1,1,1,0,0,0,0,1
"p5d4_4col",0,3,1,1,0,0,0,0,2
"p5d4_4sha",0,3,1,3,0,0,0,0,2
"p6d4_1",1,1,1,0,0,1,0,0,0
"p6d4_1col",2,2,2,0,0,3,0,0,0
"p6d4_1sha",2,1,2,0,0,1,0,0,0
"p6d4_2",1,1,1,0,0,1,0,0,0
"p6d4_2col",1,1,1,0,0,3,0,0,0
"p6d4_2sha",1,2,3,0,0,3,0,0,0
"p6d4_3",1,1,1,0,0,1,0,0,0
"p6d4_3col",1,2,1,0,0,2,0,0,0
"p6d4_3sha",2,1,2,0,0,1,0,0,0
"p6d4_4",1,1,1,0,0,1,0,0,0
"p6d4_4col",1,2,2,0,0,3,0,0,0
"p6d4_4sha",1,2,2,0,0,3,0,0,0
"p7d4_1",1,1,0,1,1,0,0,0,0
"p7d4_1col",1,1,0,2,2,0,0,0,0
"p7d4_1sha",1,3,0,3,2,0,0,0,0
"p7d4_2",1,1,0,1,1,0,0,0,0
"p7d4_2col",2,3,0,1,2,0,0,0,0
"p7d4_2sha",1,2,0,2,2,0,0,0,0
"p7d4_3",1,1,0,1,1,0,0,0,0
"p7d4_3col",2,1,0,1,1,0,0,0,0
"p7d4_3sha",2,3,0,3,1,0,0,0,0
"p7d4_4",1,1,0,1,1,0,0,0,0
"p7d4_4col",1,3,0,1,1,0,0,0,0
"p7d4_4sha",2,2,0,2,1,0,0,0,0
"p8d4_1",0,1,1,1,0,0,1,0,0
"p8d4_1col",0,1,2,2,0,0,1,0,0
"p8d4_1sha",0,3,1,2,0,0,1,0,0
"p8d4_2",0,1,1,1,0,0,1,0,0
"p8d4_2col",0,2,1,2,0,0,2,0,0
"p8d4_2sha",0,2,1,1,0,0,1,0,0
"p8d4_3",0,1,1,1,0,0,1,0,0
"p8d4_3col",0,1,1,3,0,0,1,0,0
"p8d4_3sha",0,3,1,2,0,0,1,0,0
"p8d4_4",0,1,1,1,0,0,1,0,0
"p8d4_4col",0,1,1,3,0,0,2,0,0
"p8d4_4sha",0,2,1,1,0,0,3,0,0
"p9d4_1",1,0,1,0,1,0,0,1,0
"p9d4_1col",2,0,3,0,2,0,0,3,0
"p9d4_1sha",3,0,1,0,1,0,0,1,0
"p9d4_2",1,0,1,0,1,0,0,1,0
"p9d4_2col",3,0,3,0,2,0,0,2,0
"p9d4_2sha",1,0,1,0,3,0,0,3,0
"p9d4_3",1,0,1,0,1,0,0,1,0
"p9d4_3col",2,0,2,0,3,0,0,3,0
"p9d4_3sha",3,0,3,0,1,0,0,1,0
"p9d4_4",1,0,1,0,1,0,0,1,0
"p9d4_4col",3,0,2,0,3,0,0,2,0
"p9d4_4sha",3,0,3,0,1,0,0,3,0
"prototype1",1,0,0,0,1,1,0,0,1
"prototype10",0,1,0,1,0,1,0,1,0
"prototype10col",0,1,0,3,0,2,0,3,0
"prototype10sha",0,2,0,3,0,2,0,3,0
"prototype1col",3,0,0,0,1,2,0,0,3
"prototype1sha",3,0,0,0,2,2,0,0,3
"prototype2",0,0,0,1,1,1,0,1,0
"prototype2col",0,0,0,2,1,3,0,3,0
"prototype2sha",0,0,0,2,3,2,0,1,0
"prototype3",0,0,1,1,0,1,0,0,1
"prototype3col",0,0,2,1,0,3,0,0,3
"prototype3sha",0,0,2,3,0,2,0,0,2
"prototype4",1,0,1,0,1,1,0,0,0
"prototype4col",2,0,2,0,1,3,0,0,0
"prototype4sha",3,0,3,0,3,3,0,0,0
"prototype5",0,1,1,1,0,0,0,0,1
"prototype5col",0,1,2,2,0,0,0,0,3
"prototype5sha",0,1,3,1,0,0,0,0,3
"prototype6",1,1,1,0,0,1,0,0,0
"prototype6col",3,3,3,0,0,1,0,0,0
"prototype6sha",3,3,1,0,0,2,0,0,0
"prototype7",1,1,0,1,1,0,0,0,0
"prototype7col",3,2,0,3,3,0,0,0,0
"prototype7sha",3,1,0,1,3,0,0,0,0
"prototype8",0,1,1,1,0,0,1,0,0
"prototype8col",0,3,3,1,0,0,3,0,0
"prototype8sha",0,1,3,3,0,0,2,0,0
"prototype9",1,0,1,0,1,0,0,1,0
"prototype9col",1,0,1,0,1,0,0,1,0
"prototype9sha",2,0,2,0,2,0,0,2,0
